#,Set,Set,Name,Team,Pts,Year,OB/C,Sp/IP,Pos,Pos1,Pos2,Arm,Icon,PU,SO,GB,FB,BB,1B,1B+,2B,3B,HR
73,TD,TD,Carl Everett,Expos,360,2004,11,12,OF+1,OF+1,,S,,-,1-,3-Feb,6-Apr,10-Jul,16-Nov,-,17-18,-,19+
74,TD,TD,A. J. Pierzynski,Giants,300,2004,11,12,C+7,C+7,,L,,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-19,-,20+
75,TD,TD,Gary Sheffield,Yankees,380,2004,13,16,LF-RF+1,LF-RF+1,,R,S,-,1-,4-Feb,7-May,11-Aug,16-Dec,17-,18-19,-,20+
76,TD,TD,Juan Gonzalez,Royals,440,2004,10,9,LF-RF+1,LF-RF+1,,R,,-,2-Jan,4-Mar,6-May,8-Jul,15-Sep,-,16-17,-,18+
77,TD,TD,Brandon Webb,Diamondbacks,450,2004,4,7,Starter,Starter,,R,,1-,6-Feb,12-Jul,13-17,18-,19-20,-,21-23,-,24+
78,TD,TD,Joel Pineiro,Mariners,470,2004,4,7,Starter,Starter,,R,,1-,5-Feb,15-Jun,16-,17-18,19-22,-,23-25,-,26+
79,TD,TD,Scott Rolen,Cardinals,490,2004,11,14,3B+3,3B+3,,R,G,-,1-,3-Feb,5-Apr,10-Jun,14-Nov,15-,16-18,-,19+
80,TD,TD,Jim Edmonds,Cardinals,510,2004,11,15,CF+3,CF+3,,L,G,-,2-Jan,4-Mar,6-May,11-Jul,15-Dec,-,16-17,-,18+
81,TD,TD,Curt Schilling,Red Sox,550,2004,5,8,Starter,Starter,,R,,3-Jan,9-Apr,14-Oct,15-16,17-,18-21,-,22-25,-,26+
82,TD,TD,Kevin Brown,Yankees,620,2004,5,7,Starter,Starter,,R,,4-Jan,9-May,15-Oct,16-17,18-,19-22,-,23-24,-,25+
83,TD,TD,Chad Cordero,Expos,120,2004,5,1,Reliever,Reliever,,R,R,1-,8-Feb,12-Sep,13-16,17-,18-,-,19-24,-,25+
84,TD,TD,Rich Harden,Athletics,140,2004,2,6,Starter,Starter,,R,R,3-Jan,9-Apr,14-Oct,15-18,19-,20-,-,21-25,-,26+
85,TD,TD,Lyle Overbay,Brewers,210,2004,10,9,1B+1,1B+1,,L,,-,2-Jan,4-Mar,5-,10-Jun,16-Nov,-,17-19,-,20+
86,TD,TD,Paul Quantrill,Yankees,210,2004,5,1,Reliever,Reliever,,R,,4-Jan,7-May,14-Aug,15-16,17-,18-22,-,23-24,-,25+
87,TD,TD,Rondell White,Tigers,220,2004,10,12,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,7-May,9-Aug,16-Oct,-,17-18,-,19+
88,TD,TD,Joe Nathan,Twins,240,2004,5,1,Reliever,Reliever,,R,,4-Jan,10-May,15-Nov,16-17,18-,19-22,-,23-24,-,25+
89,TD,TD,Jose Valverde,Diamondbacks,240,2004,5,1,Reliever,Reliever,,R,R,3-Jan,11-Apr,16-Dec,17-,18-19,20-23,-,24-26,-,27+
90,TD,TD,Francisco Rodriguez,Angels,250,2004,5,1,Reliever,Reliever,,R,,3-Jan,9-Apr,14-Oct,15-17,18-,19-,-,20-23,-,24+
91,TD,TD,Billy Wagner,Phillies,250,2004,6,1,Closer,Closer,,L,,4-Jan,11-May,15-Dec,16-17,18-,19-,-,20-21,-,22+
92,TD,TD,Jason Giambi,Yankees,300,2004,13,11,1B+0,1B+0,,L,,-,2-Jan,4-Mar,7-May,14-Aug,15-16,-,17-18,-,19+
93,TD,TD,Jason Lane,Astros,310,2004,11,13,OF+1,OF+1,,R,R,-,1-,4-Feb,6-May,11-Jul,16-Dec,-,17-18,-,19+
94,TD,TD,Frank Thomas,White Sox,310,2004,13,10,1B+0,1B+0,,R,,-,1-,4-Feb,7-May,12-Aug,13-17,-,18-19,-,20+
95,TD,TD,Greg Maddux,Cubs,340,2004,4,6,Starter,Starter,,R,,3-Jan,6-Apr,14-Jul,15-17,-,18-19,-,20-22,-,23+
96,TD,TD,Andy Pettitte,Astros,350,2004,4,7,Starter,Starter,,L,20,2-Jan,7-Mar,13-Aug,14-16,17-,18-20,-,21-23,-,24+
97,TD,TD,Jay Payton,Padres,350,2004,11,11,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,6-May,9-Jul,16-Oct,-,17-18,-,19+
98,TD,TD,Roger Clemens,Astros,500,2004,5,7,Starter,Starter,,R,,1-,6-Feb,11-Jul,17-Dec,18-,19-20,-,21-24,-,25+
99,TD,TD,Bartolo Colon,Angels,470,2004,4,7,Starter,Starter,,R,,2-Jan,6-Mar,11-Jul,17-Dec,18-,19-20,-,21-22,-,23+
100,TD,TD,Vladimir Guerrero,Angels,500,2004,13,12,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,6-May,11-Jul,17-Dec,-,18-,-,19+
101,TD,TD,Kazuo Matsui,Mets,500,2004,12,18,SS+4,SS+4,,S,R,-,1-,3-Feb,6-Apr,9-Jul,14-Oct,15-17,18-19,20-21,22+
102,TD,TD,Javier Vazquez,Yankees,500,2004,5,7,Starter,Starter,,R,,3-Jan,9-Apr,14-Oct,15-16,17-,18-19,-,20-23,-,24+
103,TD,TD,Esteban Loaiza,White Sox,590,2004,5,8,Starter,Starter,,R,20 K,2-Jan,9-Mar,15-Oct,16-17,18-,19-21,-,22-24,-,25+
104,TD,TD,Alex Rodriguez,Yankees,650,2004,13,14,SS+5 3B+1,SS+5 ,3B+1,R,V HR G S,-,2-Jan,4-Mar,6-May,11-Jul,14-Dec,15-,16-17,-,18+
105,TD,TD,Javy Lopez,Orioles,680,2004,12,10,C+7,C+7,,R,S,-,2-Jan,4-Mar,6-May,8-Jul,15-Sep,-,16-17,-,18+
106,TD,TD,Tino Martinez,Yankees,350,2004,11,10,1B+1,1B+1,,L,HR S,-,1-,3-Feb,6-Apr,11-Jul,16-Dec,-,17-18,-,19+
107,TD,TD,Vladimir Guerrero,Expos,610,2004,12,14,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,6-May,8-Jul,14-Sep,15-16,17-18,-,19+
108,TD,TD,Derek Jeter,Yankees,350,2004,12,21,SS+1,SS+1,,R,,-,2-Jan,5-Mar,6-,9-Jul,15-Oct,16-17,18-,19-,20+
109,TD,TD,Craig Biggio,Astros,420,2004,13,24,2B+4,2B+4,,R,SB S,-,2-Jan,5-Mar,7-Jun,10-Aug,14-Nov,15-17,18-19,-,20+
110,TD,TD,Tom Glavine,Braves,420,2004,4,7,Starter,Starter,,L,20 CY,1-,5-Feb,12-Jun,13-17,18-,19-,-,20-24,-,25+
111,TD,TD,Nomar Garciaparra,Red Sox,590,2004,12,15,SS+2,SS+2,,R,,-,1-,4-Feb,6-May,8-Jul,14-Sep,15-,16-17,18-,19+
112,TD,TD,Mike Mussina,Orioles,630,2004,5,7,Starter,Starter,,R,,2-Jan,7-Mar,14-Aug,15-17,18-,19-21,-,22-23,-,24+
113,TD,TD,Todd Helton,Rockies,650,2004,14,11,1B+1,1B+1,,L,S,-,1-,4-Feb,6-May,10-Jul,15-Nov,-,16-18,-,19+
114,TD,TD,Greg Maddux,Braves,670,2004,6,7,Starter,Starter,,R,CY,2-Jan,7-Mar,15-Aug,16-17,-,18-19,-,20-23,-,24+
115,TD,TD,Roger Clemens,Blue Jays,700,2004,5,8,Starter,Starter,,R,20 CY K,2-Jan,8-Mar,15-Sep,16-17,18-,19-22,-,23-25,-,26+
116,TD,TD,Rollie Fingers,Brewers,330,2004,5,2,Reliever,Reliever,,R,V CY RP,2-Jan,10-Mar,14-Nov,15-16,17-18,19-20,-,21-26,-,27+
117,TD,TD,Luis Aparicio,White Sox,420,2004,11,25,SS+6,SS+6,,R,RY G SB S,-,1-,5-Feb,6-,8-Jul,13-Sep,14-16,17-,18-21,22+
118,TD,TD,Lou Brock,Cardinals,360,2004,11,28,LF-RF+1,LF-RF+1,,L,SB S,-,2-Jan,4-Mar,6-May,8-Jul,14-Sep,15-17,18-,19-23,24+
119,TD,TD,Joe Morgan,Astros,470,2004,12,23,2B+4,2B+4,,L,V G SB S,-,1-,3-Feb,5-Apr,10-Jun,15-Nov,16-18,19-,20-22,23+
120,TD,TD,Richie Ashburn,Phillies,480,2004,14,20,CF+3,CF+3,,L,SB S,-,1-,4-Feb,5-,9-Jun,14-Oct,15-17,18-,19-24,25+
121,TD,TD,Al Kaline,Tigers,600,2004,13,11,LF-RF+2,LF-RF+2,,R,G S,-,1-,4-Feb,6-May,9-Jul,16-Oct,-,17-18,-,19+
122,TD,TD,Bob Gibson,Cardinals,610,2004,5,9,Starter,Starter,,R,V CY,2-Jan,10-Mar,14-Nov,15-16,17-19,20-22,-,23-28,-,29+
123,TD,TD,Willie Stargell,Pirates,620,2004,12,10,1B+0 OF+0,1B+0 ,OF+0,L,V HR S,-,3-Jan,4-,6-May,7-,14-Aug,-,15-17,-,18+
124,TD,TD,Warren Spahn,Braves,650,2004,6,9,Starter,Starter,,L,CY,3-Jan,9-Apr,15-Oct,16-17,18-,19-20,-,21-22,-,23+
125,TD,TD,Mike Schmidt,Phillies,690,2004,13,14,3B+4,3B+4,,R,V HR G S,-,3-Jan,4-,6-May,11-Jul,15-Dec,-,16-,-,17+
1,UL,UL,Garrett Anderson,Angels,530,2004,11,11,LF-RF+2,LF-RF+2,,L,S,-,1-,4-Feb,6-May,8-Jul,15-Sep,-,16-18,-,19+
2,UL,UL,David Eckstein,Angels,40,2004,9,15,SS+2,SS+2,,R,,-,1-,4-Feb,6-May,9-Jul,17-Oct,18-,19-20,-,21+
3,UL,UL,Darin Erstad,Angels,60,2004,9,12,CF+3,CF+3,,L,,-,1-,4-Feb,6-May,9-Jul,18-Oct,-,19-,-,20+
4,UL,UL,Troy Glaus,Angels,180,2004,10,12,3B+0,3B+0,,R,,-,2-Jan,4-Mar,6-May,11-Jul,16-Dec,-,17-18,-,19+
5,UL,UL,Bengie Molina,Angels,90,2004,9,9,C+11,C+11,,R,G,-,1-,4-Feb,8-May,9-,17-Oct,-,18-19,-,20+
6,UL,UL,Ramon Ortiz,Angels,40,2004,2,6,Starter,Starter,,R,,3-Jan,6-Apr,12-Jul,13-16,17-,18-19,-,20-23,-,24+
7,UL,UL,Eric Owens,Angels,10,2004,9,13,OF+0,OF+0,,R,,-,1-,5-Feb,7-Jun,9-Aug,18-Oct,19-,20-,-,21+
8,UL,UL,Tim Salmon,Angels,140,2004,11,10,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,7-May,12-Aug,13-17,-,18-19,-,20+
9,UL,UL,Scot Shields,Angels,320,2004,4,5,Starter,Starter,,R,,3-Jan,7-Apr,14-Aug,15-16,17-,18-19,-,20-25,-,26+
10,UL,UL,Scott Spiezio,Angels,200,2004,9,11,1B+0 3B+1,1B+0 ,3B+1,S,,-,1-,3-Feb,5-Apr,9-Jun,15-Oct,-,16-18,19-,20+
11,UL,UL,Jarrod Washburn,Angels,200,2004,4,6,Starter,Starter,,L,,4-Jan,7-May,12-Aug,13-16,-,17-18,-,19-22,-,23+
12,UL,UL,Rod Barajas,Diamondbacks,100,2004,10,8,C+8,C+8,,R,,-,2-Jan,4-Mar,8-May,11-Sep,17-Dec,-,18-19,-,20+
13,UL,UL,Alex Cintron,Diamondbacks,400,2004,11,13,SS+3 3B+1,SS+3 ,3B+1,S,R,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-18,19-,20+
14,UL,UL,Elmer Dessens,Diamondbacks,10,2004,1,5,Starter,Starter,,R,,1-,4-Feb,12-May,13-16,17-,18-19,-,20-24,-,25+
15,UL,UL,Steve Finley,Diamondbacks,310,2004,10,14,CF+0,CF+0,,L,,-,1-,3-Feb,5-Apr,9-Jun,15-Oct,16-,17-18,19-,20+
16,UL,UL,Luis Gonzalez,Diamondbacks,300,2004,13,12,LF-RF+1,LF-RF+1,,L,,-,1-,4-Feb,7-May,12-Aug,13-17,-,18-19,-,20+
17,UL,UL,Mark Grace,Diamondbacks,30,2004,9,9,1B+1,1B+1,,L,,-,-,3-Jan,6-Apr,10-Jul,18-Nov,-,19-22,-,23+
18,UL,UL,Shea Hillenbrand,Diamondbacks,110,2004,9,10,3B+1 1B+0,3B+1 ,1B+0,R,,-,1-,4-Feb,6-May,9-Jul,16-Oct,-,17-18,-,19+
19,UL,UL,Matt Kata,Diamondbacks,120,2004,9,12,2B+3 3B+1,2B+3 ,3B+1,S,R,-,1-,4-Feb,6-May,10-Jul,16-Nov,-,17-18,19-,20+
20,UL,UL,Quinton McCracken,Diamondbacks,10,2004,9,11,LF-RF+0,LF-RF+0,,S,,-,2-Jan,6-Mar,8-Jul,11-Sep,19-Dec,-,20-,-,21+
21,UL,UL,Curt Schilling,Diamondbacks,650,2004,4,7,Starter,Starter,,R,,1-,7-Feb,12-Aug,13-17,18-,19-20,-,21-24,-,25+
22,UL,UL,Vinny Castilla,Braves,230,2004,9,9,3B+2,3B+2,,R,,-,1-,4-Feb,6-May,8-Jul,16-Sep,-,17-18,-,19+
23,UL,UL,Robert Fick,Braves,190,2004,9,9,1B+1,1B+1,,L,,-,1-,3-Feb,5-Apr,9-Jun,16-Oct,-,17-18,-,19+
24,UL,UL,Rafael Furcal,Braves,360,2004,10,20,SS+4,SS+4,,S,,-,1-,4-Feb,6-May,9-Jul,14-Oct,15-16,17-18,19-,20+
25,UL,UL,Marcus Giles,Braves,440,2004,12,14,2B+4,2B+4,,R,,-,1-,4-Feb,6-May,9-Jul,15-Oct,16-,17-19,-,20+
26,UL,UL,Andruw Jones,Braves,300,2004,9,10,CF+3,CF+3,,R,G,-,1-,3-Feb,5-Apr,9-Jun,16-Oct,-,17-18,-,19+
27,UL,UL,Chipper Jones,Braves,280,2004,13,9,LF-RF+0,LF-RF+0,,S,,-,1-,4-Feb,7-May,12-Aug,13-17,-,18-19,-,20+
28,UL,UL,Ray King,Braves,190,2004,4,1,Reliever,Reliever,,L,,3-Jan,7-Apr,15-Aug,16-17,18-,19-23,-,24-26,-,27+
29,UL,UL,Javy Lopez,Braves,680,2004,12,10,C+7,C+7,,R,S,-,2-Jan,4-Mar,6-May,9-Jul,15-Oct,-,16-17,-,18+
30,UL,UL,Greg Maddux,Braves,350,2004,4,6,Starter,Starter,,R,,1-,4-Feb,13-May,14-17,-,18-19,-,20-24,-,25+
31,UL,UL,Russ Ortiz,Braves,290,2004,3,6,Starter,Starter,,R,20,4-Jan,8-May,14-Sep,15-16,17-,18-19,-,20-25,-,26+
32,UL,UL,Gary Sheffield,Braves,510,2004,13,16,LF-RF+1,LF-RF+1,,R,S,-,1-,4-Feb,6-May,10-Jul,15-Nov,16-,17-18,-,19+
33,UL,UL,Tony Batista,Orioles,80,2004,9,10,3B+1,3B+1,,R,,-,2-Jan,4-Mar,8-May,10-Sep,17-Nov,-,18-,-,19+
34,UL,UL,Deivi Cruz,Orioles,60,2004,9,9,SS+2,SS+2,,R,,-,1-,5-Feb,8-Jun,9-,17-Oct,-,18-19,-,20+
35,UL,UL,Travis Driskill,Orioles,60,2004,2,2,Reliever,Reliever,,R,,2-Jan,6-Mar,13-Jul,14-16,17-,18-19,-,20-23,-,24+
36,UL,UL,Brook Fordyce,Orioles,50,2004,9,9,C+5,C+5,,R,,-,1-,4-Feb,6-May,9-Jul,18-Oct,-,19-,-,20+
37,UL,UL,Jay Gibbons,Orioles,290,2004,9,8,LF-RF+1,LF-RF+1,,L,,-,1-,3-Feb,5-Apr,8-Jun,15-Sep,-,16-18,-,19+
38,UL,UL,Pat Hentgen,Orioles,210,2004,3,6,Starter,Starter,,R,,1-,4-Feb,10-May,15-Nov,16-17,18-19,-,20-23,-,24+
39,UL,UL,Jorge Julio,Orioles,70,2004,2,1,Closer,Closer,,R,,2-Jan,7-Mar,13-Aug,14-18,19-20,21-22,-,23-,-,24+
40,UL,UL,Rodrigo Lopez,Orioles,10,2004,1,6,Starter,Starter,,R,,3-Jan,7-Apr,14-Aug,15-16,17-,18-19,-,20-23,-,24+
41,UL,UL,Luis Matos,Orioles,270,2004,11,14,CF+2,CF+2,,R,,-,2-Jan,4-Mar,6-May,9-Jul,16-Oct,17-,18-19,-,20+
42,UL,UL,Melvin Mora,Orioles,350,2004,13,14,OF+2,OF+2,,R,,-,2-Jan,5-Mar,7-Jun,11-Aug,17-Dec,18-,19-,-,20+
43,UL,UL,Brian Roberts,Orioles,110,2004,10,18,2B+3,2B+3,,S,,-,1-,4-Feb,6-May,10-Jul,16-Nov,17-18,19-20,-,21+
44,UL,UL,B. J. Surhoff,Orioles,120,2004,10,9,OF+0 1B+0,OF+0 ,1B+0,L,,-,1-,4-Feb,6-May,9-Jul,17-Oct,-,18-19,-,20+
45,UL,UL,Johnny Damon,Red Sox,200,2004,10,19,CF+1,CF+1,,L,,-,1-,4-Feb,6-May,10-Jul,15-Nov,16-17,18-19,-,20+
46,UL,UL,Alan Embree,Red Sox,150,2004,4,1,Reliever,Reliever,,L,,2-Jan,7-Mar,13-Aug,14-16,17-,18-19,-,20-24,-,25+
47,UL,UL,Nomar Garciaparra,Red Sox,580,2004,11,16,SS+2,SS+2,,R,,-,1-,3-Feb,6-Apr,8-Jul,14-Sep,15-,16-17,18-,19+
48,UL,UL,Byung-Hyun Kim,Red Sox,190,2004,4,1,Closer,Closer,,R,,3-Jan,8-Apr,15-Sep,16-17,18-,19-22,-,23-25,-,26+
49,UL,UL,Derek Lowe,Red Sox,110,2004,2,6,Starter,Starter,,R,,2-Jan,5-Mar,15-Jun,16-,17-,18-19,-,20-25,-,26+
50,UL,UL,Pedro Martinez,Red Sox,510,2004,5,7,Starter,Starter,,R,K,2-Jan,8-Mar,14-Sep,15-17,-,18-19,-,20-26,-,27+
51,UL,UL,Bill Mueller,Red Sox,410,2004,12,12,3B+1,3B+1,,S,S,-,1-,4-Feb,6-May,10-Jul,16-Nov,-,17-19,-,20+
52,UL,UL,Trot Nixon,Red Sox,350,2004,12,10,LF-RF+0,LF-RF+0,,L,,-,2-Jan,4-Mar,7-May,11-Aug,16-Dec,-,17-18,-,19+
53,UL,UL,David Ortiz,Red Sox,300,2004,11,8,1B+0,1B+0,,L,,-,2-Jan,4-Mar,7-May,11-Aug,15-Dec,-,16-18,-,19+
54,UL,UL,Manny Ramirez,Red Sox,570,2004,13,10,LF-RF+0,LF-RF+0,,R,S,-,1-,3-Feb,6-Apr,11-Jul,16-Dec,-,17-18,-,19+
55,UL,UL,Jason Varitek,Red Sox,300,2004,10,10,C+6,C+6,,S,,-,2-Jan,4-Mar,6-May,10-Jul,15-Nov,-,16-18,-,19+
56,UL,UL,Tim Wakefield,Red Sox,250,2004,3,6,Starter,Starter,,R,,4-Jan,8-May,14-Sep,15-16,17-,18-19,-,20-24,-,25+
57,UL,UL,Todd Walker,Red Sox,300,2004,10,10,2B+2,2B+2,,L,,-,1-,3-Feb,5-Apr,8-Jun,16-Sep,-,17-19,-,20+
58,UL,UL,Antonio Alfonseca,Cubs,40,2004,1,1,Reliever,Reliever,,R,,1-,5-Feb,14-Jun,15-16,17-18,19-22,-,23-24,-,25+
59,UL,UL,Moises Alou,Cubs,190,2004,10,12,LF-RF+0,LF-RF+0,,R,,-,1-,3-Feb,5-Apr,10-Jun,17-Nov,-,18-19,-,20+
60,UL,UL,Paul Bako,Cubs,60,2004,9,8,C+7,C+7,,L,,-,1-,3-Feb,5-Apr,10-Jun,16-Nov,-,17-19,20-,21+
61,UL,UL,Alex Gonzalez,Cubs,180,2004,9,14,SS+2,SS+2,,R,,-,2-Jan,4-Mar,6-May,10-Jul,15-Nov,-,16-18,-,19+
62,UL,UL,Tom Goodwin,Cubs,110,2004,10,21,CF+1,CF+1,,L,,-,1-,4-Feb,5-,8-Jun,16-Sep,17-18,19-20,-,21+
63,UL,UL,Mark Grudzielanek,Cubs,200,2004,11,11,2B+2,2B+2,,R,,-,1-,4-Feb,6-May,9-Jul,17-Oct,-,18-20,-,21+
64,UL,UL,Eric Karros,Cubs,110,2004,10,9,1B+0,1B+0,,R,,-,1-,4-Feb,6-May,10-Jul,17-Nov,-,18-19,-,20+
65,UL,UL,Kenny Lofton,Cubs,110,2004,9,20,CF+1,CF+1,,L,,-,1-,4-Feb,6-May,9-Jul,16-Oct,17-,18-19,-,20+
66,UL,UL,Ramon Martinez,Cubs,110,2004,10,11,IF+0,IF+0,,R,,-,2-Jan,4-Mar,6-May,10-Jul,17-Nov,-,18-21,22-,23+
67,UL,UL,Corey Patterson,Cubs,380,2004,10,15,CF+1,CF+1,,L,,-,2-Jan,4-Mar,6-May,7-,14-Aug,15-,16-17,18-,19+
68,UL,UL,Mark Prior,Cubs,670,2004,5,7,Starter,Starter,,R,K,2-Jan,10-Mar,14-Nov,15-18,19-,20-,-,21-25,-,26+
69,UL,UL,Aramis Ramirez,Cubs,280,2004,10,11,3B+1,3B+1,,R,,-,1-,3-Feb,6-Apr,9-Jul,16-Oct,-,17-18,-,19+
70,UL,UL,Mike Remlinger,Cubs,140,2004,3,1,Reliever,Reliever,,L,,3-Jan,9-Apr,14-Oct,15-16,17-18,19-21,-,22-23,-,24+
71,UL,UL,Sammy Sosa,Cubs,450,2004,10,10,LF-RF+1,LF-RF+1,,R,,-,2-Jan,3-,5-Apr,9-Jun,15-Oct,-,16-17,-,18+
72,UL,UL,Kerry Wood,Cubs,410,2004,4,7,Starter,Starter,,R,K,-,7-Jan,12-Aug,13-16,17-18,19-,-,20-23,-,24+
73,UL,UL,Carlos Zambrano,Cubs,330,2004,3,7,Starter,Starter,,R,,Jan-00,5-Feb,13-Jun,14-16,17-,18-19,-,20-26,-,27+
74,UL,UL,Mark Buehrle,White Sox,410,2004,3,7,Starter,Starter,,L,,2-Jan,5-Mar,13-Jun,14-16,17-,18-19,-,20-24,-,25+
75,UL,UL,Bartolo Colon,White Sox,380,2004,4,8,Starter,Starter,,R,,4-Jan,8-May,14-Sep,15-16,17-,18-19,-,20-23,-,24+
76,UL,UL,Joe Crede,White Sox,190,2004,9,9,3B+1,3B+1,,R,,-,1-,3-Feb,6-Apr,9-Jul,16-Oct,-,17-18,-,19+
77,UL,UL,Tom Gordon,White Sox,200,2004,4,1,Closer,Closer,,R,,3-Jan,10-Apr,16-Nov,17-,18-,19-23,-,24-26,-,27+
78,UL,UL,Paul Konerko,White Sox,120,2004,9,8,1B+0,1B+0,,R,,-,-,3-Jan,6-Apr,10-Jul,16-Nov,-,17-18,-,19+
79,UL,UL,Carlos Lee,White Sox,410,2004,10,16,LF-RF+1,LF-RF+1,,R,,-,1-,3-Feb,5-Apr,8-Jun,15-Sep,16-,17-18,-,19+
80,UL,UL,Damaso Marte,White Sox,200,2004,5,1,Reliever,Reliever,,L,,-,6-Jan,10-Jul,15-Nov,16-17,18-19,-,20-26,-,27+
81,UL,UL,Miguel Olivo,White Sox,100,2004,9,15,C+8,C+8,,R,,-,2-Jan,4-Mar,6-May,9-Jul,16-Oct,-,17-19,-,20+
82,UL,UL,Magglio Ordonez,White Sox,500,2004,11,12,LF-RF+1,LF-RF+1,,R,,-,1-,4-Feb,6-May,9-Jul,15-Oct,-,16-18,-,19+
83,UL,UL,Frank Thomas,White Sox,390,2004,12,8,DH,DH,,R,HR,-,2-Jan,Mar-00,6-Apr,12-Jul,13-16,-,17-18,-,19+
84,UL,UL,Jose Valentin,White Sox,140,2004,9,12,SS+3,SS+3,,S,,-,2-Jan,4-Mar,7-May,11-Aug,16-Dec,-,17-18,-,19+
85,UL,UL,Sean Casey,Reds,150,2004,10,10,1B+0,1B+0,,L,,-,1-,4-Feb,6-May,9-Jul,18-Oct,-,19-,-,20+
86,UL,UL,Juan Castro,Reds,100,2004,9,9,IF+0,IF+0,,R,,-,1-,4-Feb,6-May,9-Jul,17-Oct,-,18-19,-,20+
87,UL,UL,Adam Dunn,Reds,110,2004,10,12,LF-RF+1,LF-RF+1,,L,,-,2-Jan,Mar-00,6-Apr,13-Jul,14-17,-,18-,-,19+
88,UL,UL,Danny Graves,Reds,10,2004,2,6,Starter,Starter,,R,,1-,2-,10-Mar,15-Nov,16-,17-18,-,19-22,-,23+
89,UL,UL,Ken Griffey Jr.,Reds,300,2004,11,9,CF+1,CF+1,,L,,-,2-Jan,4-Mar,6-May,12-Jul,13-15,-,16-17,-,18+
90,UL,UL,D’Angelo Jimenez,Reds,210,2004,9,10,2B+4,2B+4,,S,,-,1-,3-Feb,4-,9-May,16-Oct,-,17-18,19-,20+
91,UL,UL,Austin Kearns,Reds,180,2004,10,11,LF-RF+2,LF-RF+2,,R,,-,2-Jan,4-Mar,5-,11-Jun,17-Dec,-,18-,-,19+
92,UL,UL,Barry Larkin,Reds,10,2004,10,9,SS+2,SS+2,,R,,-,1-,5-Feb,7-Jun,10-Aug,18-Nov,-,19-20,-,21+
93,UL,UL,Jason LaRue,Reds,180,2004,9,10,C+9,C+9,,R,,-,2-Jan,4-Mar,5-,9-Jun,15-Oct,-,16-18,-,19+
94,UL,UL,Chris Reitsma,Reds,30,2004,3,1,Closer,Closer,,R,,1-,4-Feb,12-May,13-15,16-,17-18,-,19-22,-,23+
95,UL,UL,Reggie Taylor,Reds,10,2004,9,12,OF+0,OF+0,,L,,-,4-Jan,6-May,8-Jul,11-Sep,18-Dec,-,19-,-,20+
96,UL,UL,Paul Wilson,Reds,50,2004,2,6,Starter,Starter,,R,,1-,4-Feb,11-May,16-Dec,17-,18-19,-,20-23,-,24+
97,UL,UL,Danys Baez,Indians,190,2004,5,1,Closer,Closer,,R,,4-Jan,9-May,14-Oct,15-16,17-,18-19,-,20-23,-,24+
98,UL,UL,Josh Bard,Indians,80,2004,9,8,C+8,C+8,,S,,-,1-,4-Feb,6-May,9-Jul,17-Oct,-,18-19,-,20+
99,UL,UL,Casey Blake,Indians,130,2004,9,12,3B+1 1B+1,3B+1 ,1B+1,R,,-,2-Jan,5-Mar,7-Jun,9-Aug,16-Oct,-,17-19,-,20+
100,UL,UL,Jason Boyd,Indians,160,2004,4,1,Reliever,Reliever,,R,,3-Jan,6-Apr,13-Jul,14-15,16-17,18-19,-,20-25,-,26+
101,UL,UL,Milton Bradley,Indians,370,2004,13,15,CF+2,CF+2,,S,,-,2-Jan,5-Mar,6-,11-Jul,15-Dec,16-17,18-,19-,20+
102,UL,UL,Ellis Burks,Indians,160,2004,10,9,DH,DH,,R,,-,2-Jan,4-Mar,5-,10-Jun,16-Nov,-,17-19,-,20+
103,UL,UL,Coco Crisp,Indians,90,2004,9,17,OF+1,OF+1,,S,R,-,1-,4-Feb,6-May,8-Jul,16-Sep,17-,18-19,20-,21+
104,UL,UL,Jody Gerut,Indians,270,2004,9,13,LF-RF+1,LF-RF+1,,L,R,-,1-,3-Feb,5-Apr,8-Jun,15-Sep,-,16-18,-,19+
105,UL,UL,Travis Hafner,Indians,160,2004,9,13,1B+1,1B+1,,L,,-,2-Jan,4-Mar,6-May,9-Jul,15-Oct,-,16-18,-,19+
106,UL,UL,Matt Lawton,Indians,110,2004,10,15,LF-RF+2,LF-RF+2,,L,,-,1-,4-Feb,6-May,11-Jul,16-Dec,17-,18-19,-,20+
107,UL,UL,John McDonald,Indians,10,2004,9,10,IF+0,IF+0,,R,,-,1-,4-Feb,8-May,10-Sep,18-Nov,-,19-20,-,21+
108,UL,UL,Terry Mulholland,Indians,80,2004,2,2,Reliever,Reliever,,L,,2-Jan,4-Mar,12-May,13-16,17-,18-19,-,20-23,-,24+
109,UL,UL,C. C. Sabathia,Indians,270,2004,3,7,Starter,Starter,,L,,2-Jan,6-Mar,12-Jul,13-15,16-17,18-19,-,20-24,-,25+
110,UL,UL,Omar Vizquel,Indians,60,2004,10,12,SS+5,SS+5,,S,,-,1-,4-Feb,6-May,11-Jul,18-Dec,-,19-20,-,21+
